expert_1,expert_2,n_skills_compared,both_usage_and_difficulty_same_count,both_usage_and_difficulty_same_percent,usage_same_percent,difficulty_same_percent,cell_level_same_percent,synthetic_weight_same_percent,duplicate_flag
E01_RW,E02_AC,209,22,0.10526315789473684,0.3014354066985646,0.32057416267942584,0.31100478468899523,0.13875598086124402,
E01_RW,E03_PO,209,35,0.1674641148325359,0.5550239234449761,0.3253588516746411,0.44019138755980863,0.17703349282296652,
E01_RW,E04_JS,209,156,0.7464114832535885,0.84688995215311,0.8755980861244019,0.861244019138756,0.7464114832535885,
E01_RW,E05_WD,209,15,0.07177033492822966,0.17703349282296652,0.41626794258373206,0.2966507177033493,0.10047846889952153,
E01_RW,E06_PM,209,16,0.07655502392344497,0.18181818181818182,0.46411483253588515,0.3229665071770335,0.08133971291866028,
E01_RW,E07_BK,209,17,0.08133971291866028,0.24880382775119617,0.40669856459330145,0.3277511961722488,0.10047846889952153,
E01_RW,E08_JA,209,9,0.0430622009569378,0.23923444976076555,0.3062200956937799,0.2727272727272727,0.05741626794258373,
E01_RW,E09_MM,209,11,0.05263157894736842,0.16267942583732056,0.4784688995215311,0.32057416267942584,0.06698564593301436,
E01_RW,E10_MW,209,21,0.10047846889952153,0.24401913875598086,0.4258373205741627,0.3349282296650718,0.11483253588516747,
E01_RW,E11_SS,209,75,0.3588516746411483,0.6076555023923444,0.6028708133971292,0.6052631578947368,0.37799043062200954,
E01_RW,E12_MK,209,13,0.06220095693779904,0.2679425837320574,0.27751196172248804,0.2727272727272727,0.08133971291866028,
E01_RW,E13_MMA,209,14,0.06698564593301436,0.2966507177033493,0.215311004784689,0.25598086124401914,0.11961722488038277,
E01_RW,E14_PMA,209,82,0.3923444976076555,0.6794258373205742,0.583732057416268,0.631578947368421,0.40669856459330145,
E01_RW,E15_KR,209,180,0.861244019138756,0.8803827751196173,0.9043062200956937,0.8923444976076556,0.861244019138756,
E02_AC,E03_PO,209,27,0.1291866028708134,0.41148325358851673,0.31100478468899523,0.361244019138756,0.16267942583732056,
E02_AC,E04_JS,209,19,0.09090909090909091,0.32057416267942584,0.3253588516746411,0.3229665071770335,0.12440191387559808,
E02_AC,E05_WD,209,20,0.09569377990430622,0.2966507177033493,0.32057416267942584,0.30861244019138756,0.12440191387559808,
E02_AC,E06_PM,209,20,0.09569377990430622,0.24401913875598086,0.32057416267942584,0.2822966507177033,0.11961722488038277,
E02_AC,E07_BK,209,18,0.0861244019138756,0.2727272727272727,0.28708133971291866,0.2799043062200957,0.1339712918660287,
E02_AC,E08_JA,209,19,0.09090909090909091,0.41626794258373206,0.22966507177033493,0.3229665071770335,0.09569377990430622,
E02_AC,E09_MM,209,25,0.11961722488038277,0.3397129186602871,0.31100478468899523,0.3253588516746411,0.1291866028708134,
E02_AC,E10_MW,209,31,0.14832535885167464,0.47368421052631576,0.2822966507177033,0.37799043062200954,0.1722488038277512,
E02_AC,E11_SS,209,20,0.09569377990430622,0.291866028708134,0.28708133971291866,0.2894736842105263,0.12440191387559808,
E02_AC,E12_MK,209,32,0.15311004784688995,0.5263157894736842,0.3157894736842105,0.42105263157894735,0.1674641148325359,
E02_AC,E13_MMA,209,23,0.11004784688995216,0.33014354066985646,0.215311004784689,0.2727272727272727,0.15311004784688995,
E02_AC,E14_PMA,209,13,0.06220095693779904,0.2535885167464115,0.3014354066985646,0.27751196172248804,0.10526315789473684,
E02_AC,E15_KR,209,21,0.10047846889952153,0.291866028708134,0.32057416267942584,0.3062200956937799,0.14354066985645933,
E03_PO,E04_JS,209,38,0.18181818181818182,0.5550239234449761,0.3444976076555024,0.44976076555023925,0.18660287081339713,
E03_PO,E05_WD,209,15,0.07177033492822966,0.22488038277511962,0.3157894736842105,0.2703349282296651,0.11483253588516747,
E03_PO,E06_PM,209,15,0.07177033492822966,0.15789473684210525,0.31100478468899523,0.23444976076555024,0.09090909090909091,
E03_PO,E07_BK,209,26,0.12440191387559808,0.32057416267942584,0.3444976076555024,0.33253588516746413,0.15789473684210525,
E03_PO,E08_JA,209,24,0.11483253588516747,0.3684210526315789,0.33014354066985646,0.3492822966507177,0.1339712918660287,
E03_PO,E09_MM,209,22,0.10526315789473684,0.20574162679425836,0.31100478468899523,0.2583732057416268,0.11961722488038277,
E03_PO,E10_MW,209,29,0.13875598086124402,0.3397129186602871,0.33014354066985646,0.3349282296650718,0.15311004784688995,
E03_PO,E11_SS,209,26,0.12440191387559808,0.37320574162679426,0.2822966507177033,0.3277511961722488,0.14354066985645933,
E03_PO,E12_MK,209,31,0.14832535885167464,0.45454545454545453,0.37320574162679426,0.4138755980861244,0.17703349282296652,
E03_PO,E13_MMA,209,18,0.0861244019138756,0.33014354066985646,0.28708133971291866,0.30861244019138756,0.11961722488038277,
E03_PO,E14_PMA,209,27,0.1291866028708134,0.45454545454545453,0.31100478468899523,0.3827751196172249,0.15789473684210525,
E03_PO,E15_KR,209,31,0.14832535885167464,0.49282296650717705,0.32057416267942584,0.40669856459330145,0.1674641148325359,
E04_JS,E05_WD,209,19,0.09090909090909091,0.24401913875598086,0.39712918660287083,0.32057416267942584,0.11483253588516747,
E04_JS,E06_PM,209,15,0.07177033492822966,0.16267942583732056,0.4258373205741627,0.2942583732057416,0.0861244019138756,
E04_JS,E07_BK,209,17,0.08133971291866028,0.2631578947368421,0.36363636363636365,0.3133971291866029,0.10047846889952153,
E04_JS,E08_JA,209,11,0.05263157894736842,0.22488038277511962,0.3253588516746411,0.2751196172248804,0.06698564593301436,
E04_JS,E09_MM,209,11,0.05263157894736842,0.17703349282296652,0.42105263157894735,0.29904306220095694,0.07177033492822966,
E04_JS,E10_MW,209,22,0.10526315789473684,0.24880382775119617,0.4019138755980861,0.3253588516746411,0.12440191387559808,
E04_JS,E11_SS,209,59,0.2822966507177033,0.5406698564593302,0.5502392344497608,0.5454545454545454,0.3062200956937799,
E04_JS,E12_MK,209,10,0.04784688995215311,0.24401913875598086,0.2679425837320574,0.25598086124401914,0.08133971291866028,
E04_JS,E13_MMA,209,13,0.06220095693779904,0.2966507177033493,0.22488038277511962,0.2607655502392344,0.12440191387559808,
E04_JS,E14_PMA,209,70,0.3349282296650718,0.631578947368421,0.5311004784688995,0.5813397129186603,0.3492822966507177,
E04_JS,E15_KR,209,136,0.6507177033492823,0.7607655502392344,0.7990430622009569,0.7799043062200957,0.6602870813397129,
E05_WD,E06_PM,209,94,0.44976076555023925,0.6028708133971292,0.6842105263157895,0.6435406698564593,0.44976076555023925,
E05_WD,E07_BK,209,48,0.22966507177033493,0.44976076555023925,0.45933014354066987,0.45454545454545453,0.2535885167464115,
E05_WD,E08_JA,209,28,0.1339712918660287,0.24880382775119617,0.3444976076555024,0.2966507177033493,0.14354066985645933,
E05_WD,E09_MM,209,68,0.3253588516746411,0.5119617224880383,0.5406698564593302,0.5263157894736842,0.3253588516746411,
E05_WD,E10_MW,209,43,0.20574162679425836,0.3444976076555024,0.45933014354066987,0.4019138755980861,0.24880382775119617,
E05_WD,E11_SS,209,19,0.09090909090909091,0.21052631578947367,0.3875598086124402,0.29904306220095694,0.10526315789473684,
E05_WD,E12_MK,209,33,0.15789473684210525,0.2679425837320574,0.36363636363636365,0.3157894736842105,0.18660287081339713,
E05_WD,E13_MMA,209,30,0.14354066985645933,0.23444976076555024,0.35406698564593303,0.2942583732057416,0.18660287081339713,
E05_WD,E14_PMA,209,9,0.0430622009569378,0.13875598086124402,0.37799043062200954,0.2583732057416268,0.05741626794258373,
E05_WD,E15_KR,209,19,0.09090909090909091,0.20574162679425836,0.4258373205741627,0.3157894736842105,0.12440191387559808,
E06_PM,E07_BK,209,34,0.16267942583732056,0.36363636363636365,0.2583732057416268,0.31100478468899523,0.17703349282296652,
E06_PM,E08_JA,209,16,0.07655502392344497,0.11004784688995216,0.3253588516746411,0.21770334928229665,0.07655502392344497,
E06_PM,E09_MM,209,79,0.37799043062200954,0.4354066985645933,0.6028708133971292,0.5191387559808612,0.3827751196172249,
E06_PM,E10_MW,209,42,0.20095693779904306,0.2966507177033493,0.507177033492823,0.4019138755980861,0.20095693779904306,
E06_PM,E11_SS,209,15,0.07177033492822966,0.19617224880382775,0.41148325358851673,0.3038277511961722,0.0861244019138756,
E06_PM,E12_MK,209,20,0.09569377990430622,0.1674641148325359,0.2583732057416268,0.21291866028708134,0.09569377990430622,
E06_PM,E13_MMA,209,19,0.09090909090909091,0.18660287081339713,0.2583732057416268,0.22248803827751196,0.13875598086124402,
E06_PM,E14_PMA,209,11,0.05263157894736842,0.13875598086124402,0.3923444976076555,0.26555023923444976,0.05741626794258373,
E06_PM,E15_KR,209,18,0.0861244019138756,0.19138755980861244,0.45933014354066987,0.3253588516746411,0.09090909090909091,
E07_BK,E08_JA,209,31,0.14832535885167464,0.2822966507177033,0.3157894736842105,0.29904306220095694,0.14832535885167464,
E07_BK,E09_MM,209,34,0.16267942583732056,0.3397129186602871,0.3397129186602871,0.3397129186602871,0.17703349282296652,
E07_BK,E10_MW,209,20,0.09569377990430622,0.28708133971291866,0.3444976076555024,0.3157894736842105,0.11004784688995216,
E07_BK,E11_SS,209,13,0.06220095693779904,0.291866028708134,0.31100478468899523,0.3014354066985646,0.07177033492822966,
E07_BK,E12_MK,209,43,0.20574162679425836,0.3349282296650718,0.45933014354066987,0.39712918660287083,0.22966507177033493,
E07_BK,E13_MMA,209,33,0.15789473684210525,0.3349282296650718,0.4019138755980861,0.3684210526315789,0.17703349282296652,
E07_BK,E14_PMA,209,19,0.09090909090909091,0.2583732057416268,0.36363636363636365,0.31100478468899523,0.11004784688995216,
E07_BK,E15_KR,209,19,0.09090909090909091,0.22966507177033493,0.40669856459330145,0.3181818181818182,0.11961722488038277,
E08_JA,E09_MM,209,35,0.1674641148325359,0.215311004784689,0.33014354066985646,0.2727272727272727,0.1674641148325359,
E08_JA,E10_MW,209,85,0.40669856459330145,0.44019138755980863,0.5358851674641149,0.4880382775119617,0.40669856459330145,
E08_JA,E11_SS,209,11,0.05263157894736842,0.24401913875598086,0.2822966507177033,0.2631578947368421,0.06698564593301436,
